ato_bad|unit_weight|radd_timezone_3_2|radd_max_pmt_s_3|SNR1wRtDolDclTxn|max_cross20wRtDclAcc|login_VIDMatch|seg|dollar_weight|ip_asp_spoof_txns|vid_asp_spoof_txns|Intercept|time_window|wSNR1wRtDolDclTxn_s1|wip_asp_spoof_txns_s1|wlogin_VIDMatch_s1|wmax_cross20wRtDclAcc_s1|wradd_max_pmt_s_3_s1|wradd_timezone_3_2_s1|wvid_asp_spoof_txns_s1|new_score|align_new_score|wSNR1wRtDolDclTxn_s2|wip_asp_spoof_txns_s2|wlogin_VIDMatch_s2|wmax_cross20wRtDclAcc_s2|wradd_max_pmt_s_3_s2|wradd_timezone_3_2_s2
0|400|9999|488.91|0|0.0205|1|1|1200|0|0|1|DEV|-0.105449|-0.119505|-0.134574|-1.021755|-0.203081|0.394738|-0.090233|9.2951295267|309||||||
0|250|||0.2151|0.0505|2|2|29500|0|0|1|DEV|0.798008|-0.119505|1.153454|-0.038997|0.85329|-0.199666|-0.090233|6.0966583052|494||||||
0|2||124.93|0.0655|0.1186|0|1|164|0|0|1|DEV|0.089438|-0.119505|0.209014|0.316717|0.043156|-0.199666|-0.090233|8.0568012692|381||||||
0|25|9999|95.00|0.0655|0.045|1|1|425|0|0|1|DEV|0.089438|-0.119505|-0.134574|-0.038997|0.043156|0.394738|-0.090233|8.1608303706|375||||||
0|2||16.01|0|0.0305|0|2|78|0|0|1|DEV|-0.105449|-0.119505|0.209014|-0.098116|0.262126|-0.199666|-0.090233|8.2640450813|369||||||
0|2||70.79|0.0655|0.028|1|1|8|0|0|1|DEV|0.089438|-0.119505|-0.134574|-0.340624|0.043156|-0.199666|-0.090233|8.8753196017|334||||||
0|2||70.39|0.0655|0.0995|0|1|94|0|0|1|DEV|0.089438|-0.119505|0.209014|0.316717|0.043156|-0.199666|-0.090233|8.0568012692|381||||||
0|2||2000.00|0|0.0831|1|1|994|0|0|1|DEV|-0.105449|-0.119505|-0.134574|0.316717|-0.544985|-0.199666|-0.090233|9.140393731|318||||||
0|2|100|62.30|0.0655|0.0383|0|1|34|3250|0|1|DEV|0.089438|1.415797|0.209014|-0.038997|0.043156|0.806779|-0.090233|6.470220595|472||||||
0|2||700.00|0|0.0417|0|2|990|0|0|1|DEV|-0.105449|-0.119505|0.209014|-0.038997|-0.203081|-0.199666|-0.090233|8.7185491312|343||||||
0|100||152.13|0|0.0297|0|2|5200|0|0|1|DEV|-0.105449|-0.119505|0.209014|-0.176481|0.043156|-0.199666|-0.090233|8.5580053685|352||||||
0|20||18.33|0|0.0366|0|2|80|0|0|1|DEV|-0.105449|-0.119505|0.209014|-0.038997|0.262126|-0.199666|-0.090233|8.2194919719|371||||||
0|20|||0.0655|0.0297|2|2|420|0|0|1|DEV|0.089438|-0.119505|1.153454|-0.176481|0.85329|-0.199666|-0.090233|6.6711827581|461||||||
0|200||68.73|0|0.1|1|1|21200|0|0|1|DEV|-0.105449|-0.119505|-0.134574|0.316717|0.043156|-0.199666|-0.090233|8.5094574451|355||||||
1|1|200|246.07|0.0655|0.0324|0|2|15|0|0|1|DEV|0.089438|-0.119505|0.209014|-0.098116|-0.203081|0.806779|-0.090233|7.8086910765|395||||||
0|10|100|111.08|0.0655|0.0285|2|2|460|85644|0|1|DEV|0.089438|0.841029|1.153454|-0.176481|0.043156|0.806779|-0.090233|6.071122573|495||||||
0|400||202.74|0.0655|0.0366|0|1|800|0|0|1|DEV|0.089438|-0.119505|0.209014|-0.038997|0.043156|-0.199666|-0.090233|8.3248735433|365||||||
0|100||10.65|0|0.0366|0|1|2400|0|0|1|DEV|-0.105449|-0.119505|0.209014|-0.038997|0.653211|-0.199666|-0.090233|7.7999501998|396||||||
1|1|-700|109.15|0|0.0359|0|2|198|8455.2|0|1|DEV|-0.105449|1.415797|0.209014|-0.098116|0.043156|0.355722|-0.090233|7.0139848039|441||||||
0|100||729.99|0|0.0319|1|1|21400|0|0|1|DEV|-0.105449|-0.119505|-0.134574|-0.098116|-0.203081|-0.199666|-0.090233|9.0862369315|321||||||
0|100||245.18|0.0655|0.0465|0|1|23100|0|0|1|DEV|0.089438|-0.119505|0.209014|-0.038997|-0.203081|-0.199666|-0.090233|8.5890276461|350||||||
0|1||23.93|0.0655|0.2143|2|1|69|0|0|1|DEV|0.089438|-0.119505|1.153454|0.316717|0.262126|-0.199666|-0.090233|6.9336793943|446||||||
0|1||482.05|0.0655|0.1473|2|2|58|0|0|1|DEV|0.089438|-0.119505|1.153454|0.316717|-0.203081|-0.199666|-0.090233|7.4327365536|417||||||
0|100||623.32|0.0655|0.0555|1|1|9500|0|0|1|DEV|0.089438|-0.119505|-0.134574|-0.038997|-0.203081|-0.199666|-0.090233|8.912162337|331||||||
0|25||259.00|0|0.0357|1|1|350|0|0|1|DEV|-0.105449|-0.119505|-0.134574|-0.098116|-0.203081|-0.199666|-0.090233|9.0862369315|321||||||
1|1|-500|272.90|0|0.0366|0|2|12|300|0|1|DEV|-0.105449|1.659303|0.209014|-0.038997|-0.203081|0.355722|-0.090233|7.0702605789|438||||||
1|1||142.80|0|0.0718|0|2|142|0|0|1|DEV|-0.105449|-0.119505|0.209014|0.316717|0.043156|-0.199666|-0.090233|8.1863227543|373||||||
0|25||493.10|0|0.0439|0|2|4025|0|0|1|DEV|-0.105449|-0.119505|0.209014|-0.038997|-0.203081|-0.199666|-0.090233|8.7185491312|343||||||
0|10||34.28|0|0.0357|2|1|200|0|0|1|DEV|-0.105449|-0.119505|1.153454|-0.098116|0.262126|-0.199666|-0.090233|7.3758262629|420||||||
0|100||22.99|0.0655|0.0366|0|1|7400|0|0|1|DEV|0.089438|-0.119505|0.209014|-0.038997|0.262126|-0.199666|-0.090233|8.0899704868|379||||||
0|100|||0|0.1195|2|2|1000|29147.75|0|1|DEV|-0.105449|0.841029|1.153454|0.316717|0.85329|-0.199666|-0.090233|5.7847688162|512||||||
0|2||138.73|0.0655|0.0941|0|2|122|0|0|1|DEV|0.089438|-0.119505|0.209014|0.316717|0.043156|-0.199666|-0.090233|8.0568012692|381||||||
0|400|||0.0655|0.0649|2|2|38000|0|0|1|DEV|0.089438|-0.119505|1.153454|-0.038997|0.85329|-0.199666|-0.090233|6.567572418|467||||||
0|200||207.60|0.0655|0.0638|0|1|4400|0|0|1|DEV|0.089438|-0.119505|0.209014|-0.038997|0.043156|-0.199666|-0.090233|8.3248735433|365||||||
0|50|||0.0655|0.0357|2|2|750|0|0|1|DEV|0.089438|-0.119505|1.153454|-0.098116|0.85329|-0.199666|-0.090233|6.6121255274|464||||||
0|2||22.83|0|0.0297|1|1|36|0|0|1|DEV|-0.105449|-0.119505|-0.134574|-0.176481|0.262126|-0.199666|-0.090233|8.6462370028|347||||||
0|500||200.86|0|0.0516|0|2|3000|0|0|1|DEV|-0.105449|-0.119505|0.209014|-0.038997|0.043156|-0.199666|-0.090233|8.4543950283|358||||||
0|50||4911.25|0|0.0303|0|1|59250|0|0|1|DEV|-0.105449|-0.119505|0.209014|-0.098116|-0.544985|-0.199666|-0.090233|9.1298844237|319||||||
0|2|-500|3909.41|0|0.0995|1|1|2404|0|0|1|DEV|-0.105449|-0.119505|-0.134574|0.316717|-0.544985|0.355722|-0.090233|8.6851936663|345||||||
0|100||84.17|0|0.0366|1|1|6000|0|0|1|DEV|-0.105449|-0.119505|-0.134574|-0.038997|0.043156|-0.199666|-0.090233|8.7775297192|339||||||
0|100|-400|185.45|0|0.0319|0|1|25400|0|0|1|DEV|-0.105449|-0.119505|0.209014|-0.098116|0.043156|0.355722|-0.090233|8.0437480731|382||||||
0|2||302.43|0|0.1304|0|2|270|0|0|1|DEV|-0.105449|-0.119505|0.209014|0.316717|-0.203081|-0.199666|-0.090233|8.4504768572|358||||||
0|2||799.15|0|0.2857|1|1|246|0|0|1|DEV|-0.105449|-0.119505|-0.134574|0.316717|-0.203081|-0.199666|-0.090233|8.773611548|339||||||
0|25|200|779.10|0|0.0325|0|2|1400|0|0|1|DEV|-0.105449|-0.119505|0.209014|-0.098116|-0.203081|0.806779|-0.090233|7.9382125616|388||||||
0|20||40.29|0.0655|0.0366|0|2|520|0|0|1|DEV|0.089438|-0.119505|0.209014|-0.038997|0.262126|-0.199666|-0.090233|8.0899704868|379||||||
0|10|-500|4.99|0.0655|0.3333|2|2|980|0|0|1|DEV|0.089438|-0.119505|1.153454|0.316717|0.653211|0.355722|-0.090233|6.0589375576|496||||||
1|1|800|56.78|0.0655|0.0366|0|2|80|0|0|1|DEV|0.089438|-0.119505|0.209014|-0.038997|0.043156|0.956686|-0.090233|7.3771189911|420||||||
2|10||60.68|0.0655|0.0297|0|2|210|0|0|1|DEV|0.089438|-0.119505|0.209014|-0.176481|0.043156|-0.199666|-0.090233|8.4284838834|359||||||
1|1||364.01|0.0655|0.0523|1|1|3|0|2546|1|DEV|0.089438|-0.119505|-0.134574|-0.038997|-0.203081|-0.199666|3.219727|6.2278680887|486||||||
0|100||304.75|0|0.0467|0|2|300|0|0|1|DEV|-0.105449|-0.119505|0.209014|-0.038997|-0.203081|-0.199666|-0.090233|8.7185491312|343||||||
0|2|100|2664.65|0|0.25|1|1|2666|0|0|1|DEV|-0.105449|-0.119505|-0.134574|0.316717|-0.544985|0.806779|-0.090233|8.3155040519|366||||||
0|2|||0.0655|0.0299|2|2|1970|0|0|1|DEV|0.089438|-0.119505|1.153454|-0.176481|0.85329|-0.199666|-0.090233|6.6711827581|461||||||
0|100||94.20|0.0655|0.25|0|2|10600|0|0|1|DEV|0.089438|-0.119505|0.209014|0.316717|0.043156|-0.199666|-0.090233|8.0568012692|381||||||
0|1000|||0|0.0309|0|2|0|0|0|1|DEV|-0.105449|-0.119505|0.209014|-0.098116|0.85329|-0.199666|-0.090233|7.629865831|405||||||
0|20||24.74|0.0655|0.0461|0|2|920|0|0|1|DEV|0.089438|-0.119505|0.209014|-0.038997|0.262126|-0.199666|-0.090233|8.0899704868|379||||||
1|1||115.11|0.0655|0.0297|0|2|6|0|0|1|DEV|0.089438|-0.119505|0.209014|-0.176481|0.043156|-0.199666|-0.090233|8.4284838834|359||||||
0|100|||0.0655|0.1333|2|2|26600|0|0|1|DEV|0.089438|-0.119505|1.153454|0.316717|0.85329|-0.199666|-0.090233|6.2995001439|482||||||
0|25||1167.69|0.0655|0.1|1|1|900|0|0|1|DEV|0.089438|-0.119505|-0.134574|0.316717|-0.203081|-0.199666|-0.090233|8.6440900629|347||||||
2|10||673.92|0|0|1|1|830|0|0|1|DEV|-0.105449|-0.119505|-0.134574|-1.021755|-0.203081|-0.199666|-0.090233|9.7823073902|281||||||
0|100||26.30|0|0.0297|1|1|1500|0|0|1|DEV|-0.105449|-0.119505|-0.134574|-0.176481|0.262126|-0.199666|-0.090233|8.6462370028|347||||||
0|100||108.49|0|0.0297|0|2|73400|0|0|1|DEV|-0.105449|-0.119505|0.209014|-0.176481|0.043156|-0.199666|-0.090233|8.5580053685|352||||||
0|10|||0.0655|0.0441|2|2|470|0|0|1|DEV|0.089438|-0.119505|1.153454|-0.038997|0.85329|-0.199666|-0.090233|6.567572418|467||||||
0|500||39.25|0.0655|0.0398|0|1|11500|0|0|1|DEV|0.089438|-0.119505|0.209014|-0.038997|0.262126|-0.199666|-0.090233|8.0899704868|379||||||
0|800||760.66|0|0.0295|1|1|12800|0|0|1|DEV|-0.105449|-0.119505|-0.134574|-0.176481|-0.203081|-0.199666|-0.090233|9.1452941622|318||||||
0|100||85.34|0|0.0447|1|1|400|4396.3333|0|1|DEV|-0.105449|1.415797|-0.134574|-0.038997|0.043156|-0.199666|-0.090233|7.74776645|399||||||
0|10||274.85|0|0.0382|2|2|2320|1000|0|1|DEV|-0.105449|1.659303|1.153454|-0.038997|-0.203081|-0.199666|-0.090233|6.6372418251|463||||||
0|2||799.15|0|0.2857|1|1|96|0|0|1|DEV|-0.105449|-0.119505|-0.134574|0.316717|-0.203081|-0.199666|-0.090233|8.773611548|339||||||
0|500||104.49|0.0655|0.0297|0|1|13500|0|0|1|DEV|0.089438|-0.119505|0.209014|-0.176481|0.043156|-0.199666|-0.090233|8.4284838834|359||||||
0|200||296.00|0|0.0297|1|1|400|0|0|1|DEV|-0.105449|-0.119505|-0.134574|-0.176481|-0.203081|-0.199666|-0.090233|9.1452941622|318||||||
0|2|||0.0655|0.0268|2|2|52|0|0|1|DEV|0.089438|-0.119505|1.153454|-0.340624|0.85329|-0.199666|-0.090233|6.7948837855|454||||||
0|100||197.33|0|0.0431|0|1|400|0|0|1|DEV|-0.105449|-0.119505|0.209014|-0.038997|0.043156|-0.199666|-0.090233|8.4543950283|358||||||
0|2||160.06|1|0.3333|0|2|266|0|0|1|DEV|0.798008|-0.119505|0.209014|0.316717|0.043156|-0.199666|-0.090233|7.5858871565|408||||||
0|10||47.50|0|0.0295|2|1|770|0|0|1|DEV|-0.105449|-0.119505|1.153454|-0.176481|0.262126|-0.199666|-0.090233|7.4348834936|417||||||
0|400||530.39|0.0655|0.0297|0|1|8800|0|0|1|DEV|0.089438|-0.119505|0.209014|-0.176481|-0.203081|-0.199666|-0.090233|8.6926379863|344||||||
0|10||97.38|0|0.0521|2|2|230|0|0|1|DEV|-0.105449|-0.119505|1.153454|-0.038997|0.043156|-0.199666|-0.090233|7.5661762099|409||||||
0|500||140.98|0.0655|0.0719|0|2|5000|0|0|1|DEV|0.089438|-0.119505|0.209014|0.316717|0.043156|-0.199666|-0.090233|8.0568012692|381||||||
0|2|||0.0655|0.0299|2|2|72|0|0|1|DEV|0.089438|-0.119505|1.153454|-0.176481|0.85329|-0.199666|-0.090233|6.6711827581|461||||||
0|100|9999|534.37|0|0.0297|1|1|0|0|0|1|DEV|-0.105449|-0.119505|-0.134574|-0.176481|-0.203081|0.394738|-0.090233|8.6581162987|346||||||
0|2||59.70|0.0655|0.08|1|1|754|0|0|1|DEV|0.089438|-0.119505|-0.134574|0.316717|0.043156|-0.199666|-0.090233|8.37993596|362||||||
0|100|9999|11244.37|0|0.2|1|1|267100|0|0|1|DEV|-0.105449|-0.119505|-0.134574|0.316717|-0.544985|0.394738|-0.090233|8.6532158675|346||||||
1|1||115.11|0.0655|0.0297|0|2|133|0|0|1|DEV|0.089438|-0.119505|0.209014|-0.176481|0.043156|-0.199666|-0.090233|8.4284838834|359||||||
0|10||66.72|0|0.0385|2|2|9570|0|0|1|DEV|-0.105449|-0.119505|1.153454|-0.038997|0.043156|-0.199666|-0.090233|7.5661762099|409||||||
1|1|9999|2075.00|0|0.0366|0|2|75|0|0|1|DEV|-0.105449|-0.119505|0.209014|-0.038997|-0.544985|0.394738|-0.090233|8.5981534507|350||||||
2|100|||0|0.0476|2|2|4700|0|0|1|DEV|-0.105449|-0.119505|1.153454|-0.038997|0.85329|-0.199666|-0.090233|6.6970939031|459||||||
1|1|||0.0655|0.0366|2|2|208|0|0|1|DEV|0.089438|-0.119505|1.153454|-0.038997|0.85329|-0.199666|-0.090233|6.567572418|467||||||
0|2||177.58|0|0.0305|0|1|1484|0|0|1|DEV|-0.105449|-0.119505|0.209014|-0.098116|0.043156|-0.199666|-0.090233|8.4989481378|355||||||
0|2|||0.0655|0.15|2|2|78|0|0|1|DEV|0.089438|-0.119505|1.153454|0.316717|0.85329|-0.199666|-0.090233|6.2995001439|482||||||
0|2||82.10|0.0655|0.0093|1|1|14|0|0|1|DEV|0.089438|-0.119505|-0.134574|-1.021755|0.043156|-0.199666|-0.090233|9.3886318022|304||||||
0|2||274.99|0|0.1681|0|2|1062|0|0|1|DEV|-0.105449|-0.119505|0.209014|0.316717|-0.203081|-0.199666|-0.090233|8.4504768572|358||||||
0|100||274.72|0.0655|0.0662|1|1|800|4764|0|1|DEV|0.089438|1.415797|-0.134574|-0.038997|-0.203081|-0.199666|-0.090233|7.8823990678|391||||||
0|100||640.00|0.0655|0.0357|1|1|1400|0|0|1|DEV|0.089438|-0.119505|-0.134574|-0.098116|-0.203081|-0.199666|-0.090233|8.9567154464|329||||||
0|2|0|40.02|0|0.125|0|2|278|0|0|1|DEV|-0.105449|-0.119505|0.209014|0.316717|0.262126|0.355722|-0.090233|7.4962196332|413||||||
0|1|||0.0655|0.0297|2|2|22|0|0|1|DEV|0.089438|-0.119505|1.153454|-0.176481|0.85329|-0.199666|-0.090233|6.6711827581|461||||||
0|20|||0.0655|0.0404|2|2|560|0|0|1|DEV|0.089438|-0.119505|1.153454|-0.038997|0.85329|-0.199666|-0.090233|6.567572418|467||||||
0|100||941.00|0|0.0255|1|1|35000|0|0|1|DEV|-0.105449|-0.119505|-0.134574|-0.340624|-0.203081|-0.199666|-0.090233|9.2689951896|311||||||
1|1||142.80|0|0.0718|0|2|59|0|0|1|DEV|-0.105449|-0.119505|0.209014|0.316717|0.043156|-0.199666|-0.090233|8.1863227543|373||||||
0|2||241.55|0|0.0185|1|1|348|0|0|1|DEV|-0.105449|-0.119505|-0.134574|-1.021755|-0.203081|-0.199666|-0.090233|9.7823073902|281||||||
2|10|||0.0655|0.25|2|2|260|105385|0|1|DEV|0.089438|0.841029|1.153454|0.316717|0.85329|-0.199666|-0.090233|5.6552473311|519||||||
0|2|||0.0655|0.1684|2|2|768|0|0|1|DEV|0.089438|-0.119505|1.153454|0.316717|0.85329|-0.199666|-0.090233|6.2995001439|482||||||
0|400||1.49|0|0.0297|0|1|400|0|0|1|DEV|-0.105449|-0.119505|0.209014|-0.176481|0.653211|-0.199666|-0.090233|7.90356054|390||||||
0|25|9999|1176.73|0|0.056|1|1|17250|0|0|1|DEV|-0.105449|-0.119505|-0.134574|-0.038997|-0.203081|0.394738|-0.090233|8.5545059586|352||||||
0|400||1638.29|0.0655|0.125|1|1|1600|1995|0|1|DEV|0.089438|1.659303|-0.134574|0.316717|-0.544985|-0.199666|-0.090233|7.8177837582|395||||||
1|1|-700||0.0655|0.28|2|2|18|0|0|1|DEV|0.089438|-0.119505|1.153454|0.316717|0.85329|0.355722|-0.090233|5.8443000792|509||||||
1|1|200|385.00|0.0655|0.0297|0|2|1725|0|0|1|DEV|0.089438|-0.119505|0.209014|-0.176481|-0.203081|0.806779|-0.090233|7.8677483072|392||||||
1|1|||1|0.2|2|2|29|0|0|1|DEV|0.798008|-0.119505|1.153454|0.316717|0.85329|-0.199666|-0.090233|5.8285860312|509||||||
1|1|-500|272.90|0|0.0366|0|2|12|300|0|1|DEV|-0.105449|1.659303|0.209014|-0.038997|-0.203081|0.355722|-0.090233|7.0702605789|438||||||
0|1000|||0.0655|0.0952|2|2|25000|0|0|1|DEV|0.089438|-0.119505|1.153454|0.316717|0.85329|-0.199666|-0.090233|6.2995001439|482||||||
0|200||139.80|0.5|0.0718|1|1|400|0|0|1|DEV|0.798008|-0.119505|-0.134574|0.316717|0.043156|-0.199666|-0.090233|7.9090218473|389||||||
0|10|-700|83.46|0.0655|0.0517|0|2|10|2900|0|1|DEV|0.089438|1.415797|0.209014|-0.038997|0.043156|0.355722|-0.090233|6.8399102094|451||||||
0|100||30.83|0.0655|0.0718|2|2|1300|0|0|1|DEV|0.089438|-0.119505|1.153454|0.316717|0.262126|-0.199666|-0.090233|6.9336793943|446||||||
0|2||28.61|0|0.0297|0|2|3470|0|0|1|DEV|-0.105449|-0.119505|0.209014|-0.176481|0.262126|-0.199666|-0.090233|8.323102312|365||||||
0|100|-400|31.00|0|0.0297|1|1|1800|0|0|1|DEV|-0.105449|-0.119505|-0.134574|-0.176481|0.262126|0.355722|-0.090233|8.1910369382|373||||||
2|1|||0.0655|0.0366|2|2|191|0|0|1|DEV|0.089438|-0.119505|1.153454|-0.038997|0.85329|-0.199666|-0.090233|6.567572418|467||||||
0|20||46.28|0.0655|0.1111|0|2|2080|0|0|1|DEV|0.089438|-0.119505|0.209014|0.316717|0.262126|-0.199666|-0.090233|7.8218982128|394||||||
0|25||37.01|0|0.0533|1|1|400|4384.5|0|1|DEV|-0.105449|1.415797|-0.134574|-0.038997|0.262126|-0.199666|-0.090233|7.5128633936|412||||||
0|400||805.24|0|0.0378|0|2|23600|0|0|1|DEV|-0.105449|-0.119505|0.209014|-0.038997|-0.203081|-0.199666|-0.090233|8.7185491312|343||||||
0|20||205.62|0.0655|0.0452|0|1|520|0|0|1|DEV|0.089438|-0.119505|0.209014|-0.038997|0.043156|-0.199666|-0.090233|8.3248735433|365||||||
1|1||115.11|0.0655|0.0297|0|2|133|0|0|1|DEV|0.089438|-0.119505|0.209014|-0.176481|0.043156|-0.199666|-0.090233|8.4284838834|359||||||
1|1|-400||0.0655|0.0366|2|2|1|0|0|1|DEV|0.089438|-0.119505|1.153454|-0.038997|0.85329|0.355722|-0.090233|6.1123723533|493||||||
0|20||1.98|0.0655|0.0297|0|1|40|0|0|1|DEV|0.089438|-0.119505|0.209014|-0.176481|0.653211|-0.199666|-0.090233|7.7740390549|397||||||
0|10||54.39|0.0655|0.0285|2|2|1390|0|0|1|DEV|0.089438|-0.119505|1.153454|-0.176481|0.043156|-0.199666|-0.090233|7.5402650649|411||||||
0|100|-700|140.00|0.0655|0.0371|0|2|1100|0|0|1|DEV|0.089438|-0.119505|0.209014|-0.038997|0.043156|0.355722|-0.090233|7.8696734786|392||||||
0|100|||0.0655|0.25|2|2|91900|0|0|1|DEV|0.089438|-0.119505|1.153454|0.316717|0.85329|-0.199666|-0.090233|6.2995001439|482||||||
0|2|9999|127.28|0.0655|0.0297|2|2|44|0|0|1|DEV|0.089438|-0.119505|1.153454|-0.176481|0.043156|0.394738|-0.090233|7.0530872014|439||||||
0|1000||3100.00|0|0.0319|0|1|4000|0|0|1|DEV|-0.105449|-0.119505|0.209014|-0.098116|-0.544985|-0.199666|-0.090233|9.1298844237|319||||||
0|400||81.73|0.0655|0.0332|0|1|400|0|0|1|DEV|0.089438|-0.119505|0.209014|-0.098116|0.043156|-0.199666|-0.090233|8.3694266527|363||||||
0|100||91.60|0|0.0297|0|2|1800|0|0|1|DEV|-0.105449|-0.119505|0.209014|-0.176481|0.043156|-0.199666|-0.090233|8.5580053685|352||||||
0|25|-500|10.95|0|0.0366|0|2|400|0|0|1|DEV|-0.105449|-0.119505|0.209014|-0.038997|0.262126|0.355722|-0.090233|7.7642919072|398||||||
0|100||4469.44|0|0.0958|1|1|287100|0|0|1|DEV|-0.105449|-0.119505|-0.134574|0.316717|-0.544985|-0.199666|-0.090233|9.140393731|318||||||
0|10||109.99|0|0.0348|1|1|440|0|0|1|DEV|-0.105449|-0.119505|-0.134574|-0.098116|0.043156|-0.199666|-0.090233|8.8220828286|337||||||
0|25|-400|265.91|0.0655|0.0378|1|1|300|0|0|1|DEV|0.089438|-0.119505|-0.134574|-0.038997|-0.203081|0.355722|-0.090233|8.4569622723|358||||||
0|100|-500|217.77|0.0655|0.0297|0|2|700|0|0|1|DEV|0.089438|-0.119505|0.209014|-0.176481|-0.203081|0.355722|-0.090233|8.2374379216|370||||||
0|50|||0.0655|0.0542|2|2|3950|0|0|1|DEV|0.089438|-0.119505|1.153454|-0.038997|0.85329|-0.199666|-0.090233|6.567572418|467||||||
0|100||286.24|0|0.0081|1|1|4600|0|0|1|DEV|-0.105449|-0.119505|-0.134574|-1.021755|-0.203081|-0.199666|-0.090233|9.7823073902|281||||||
0|25||78.99|0|0.0533|1|1|150|1559|0|1|DEV|-0.105449|1.659303|-0.134574|-0.038997|0.043156|-0.199666|-0.090233|7.5844412315|408||||||
0|800||110.99|0.0655|0.0297|0|1|13600|0|0|1|DEV|0.089438|-0.119505|0.209014|-0.176481|0.043156|-0.199666|-0.090233|8.4284838834|359||||||
0|25||85.90|0.0655|0.0411|1|1|525|0|0|1|DEV|0.089438|-0.119505|-0.134574|-0.038997|0.043156|-0.199666|-0.090233|8.6480082341|347||||||
1|1|-700|60.00|0.0655|0.0366|0|2|5|0|0|1|DEV|0.089438|-0.119505|0.209014|-0.038997|0.043156|0.355722|-0.090233|7.8696734786|392||||||
0|500||88.01|0.0655|0.1093|0|2|6500|0|0|1|DEV|0.089438|-0.119505|0.209014|0.316717|0.043156|-0.199666|-0.090233|8.0568012692|381||||||
0|1000||66.43|0|0.0366|0|2|6000|0|0|1|DEV|-0.105449|-0.119505|0.209014|-0.038997|0.043156|-0.199666|-0.090233|8.4543950283|358||||||
0|25||19.16|0.0655|0.0454|1|1|175|0|0|1|DEV|0.089438|-0.119505|-0.134574|-0.038997|0.262126|-0.199666|-0.090233|8.4131051776|360||||||
0|2||1542.90|0|0.1333|0|1|1324|0|0|1|DEV|-0.105449|-0.119505|0.209014|0.316717|-0.203081|-0.199666|-0.090233|8.4504768572|358||||||
1|1|||0.0655|0.25|2|2|512|0|0|1|DEV|0.089438|-0.119505|1.153454|0.316717|0.85329|-0.199666|-0.090233|6.2995001439|482||||||
0|500||119.61|0.0655|0.0366|0|2|81500|0|0|1|DEV|0.089438|-0.119505|0.209014|-0.038997|0.043156|-0.199666|-0.090233|8.3248735433|365||||||
0|10|||0.0655|0.0441|2|2|110|0|0|1|DEV|0.089438|-0.119505|1.153454|-0.038997|0.85329|-0.199666|-0.090233|6.567572418|467||||||
0|25||171.45|0|0.0297|0|2|375|0|0|1|DEV|-0.105449|-0.119505|0.209014|-0.176481|0.043156|-0.199666|-0.090233|8.5580053685|352||||||
0|25||5.15|0.0655|0.0746|0|2|125|1960|0|1|DEV|0.089438|1.659303|0.209014|0.316717|0.653211|-0.199666|-0.090233|6.209267953|487||||||
0|100|-400|91.70|0|0.0322|0|2|1100|1025|0|1|DEV|-0.105449|1.659303|0.209014|-0.098116|0.043156|0.355722|-0.090233|6.8506595854|450||||||
0|2|||0.0655|0.0297|2|2|614|0|0|1|DEV|0.089438|-0.119505|1.153454|-0.176481|0.85329|-0.199666|-0.090233|6.6711827581|461||||||
0|100|800|27.76|0.0655|0.0366|1|1|2000|0|0|1|DEV|0.089438|-0.119505|-0.134574|-0.038997|0.262126|0.956686|-0.090233|7.4653506255|415||||||
0|2||178.66|0|0.0366|1|1|42|0|0|1|DEV|-0.105449|-0.119505|-0.134574|-0.038997|0.043156|-0.199666|-0.090233|8.7775297192|339||||||
0|25||109.85|0.0655|0.0297|0|2|375|0|0|1|DEV|0.089438|-0.119505|0.209014|-0.176481|0.043156|-0.199666|-0.090233|8.4284838834|359||||||
0|2||17.82|0.0655|0.1111|1|1|104|0|0|1|DEV|0.089438|-0.119505|-0.134574|0.316717|0.262126|-0.199666|-0.090233|8.1450329036|376||||||
0|2|200||0.0655|0.2|2|2|186|0|0|1|DEV|0.089438|-0.119505|1.153454|0.316717|0.85329|0.806779|-0.090233|5.4746104648|530||||||
0|100||93.86|0.0655|0.0465|1|1|15900|0|0|1|DEV|0.089438|-0.119505|-0.134574|-0.038997|0.043156|-0.199666|-0.090233|8.6480082341|347||||||
0|400||310.16|0|0.0366|1|1|3200|0|0|1|DEV|-0.105449|-0.119505|-0.134574|-0.038997|-0.203081|-0.199666|-0.090233|9.0416838221|324||||||
0|50||112.95|0|0.0345|1|1|4450|0|0|1|DEV|-0.105449|-0.119505|-0.134574|-0.098116|0.043156|-0.199666|-0.090233|8.8220828286|337||||||
0|10||307.91|0|0.0331|2|2|15950|0|0|1|DEV|-0.105449|-0.119505|1.153454|-0.098116|-0.203081|-0.199666|-0.090233|7.8748834222|391||||||
1|1|-400|10437.12|0|0.0678|1|1|639|0|0|1|DEV|-0.105449|-0.119505|-0.134574|-0.038997|-0.544985|0.355722|-0.090233|8.9532659404|329||||||
1|1|||0.0655|0.0366|2|2|60|0|0|1|DEV|0.089438|-0.119505|1.153454|-0.038997|0.85329|-0.199666|-0.090233|6.567572418|467||||||
1|1|-500|272.90|0|0.0366|0|2|12|300|0|1|DEV|-0.105449|1.659303|0.209014|-0.038997|-0.203081|0.355722|-0.090233|7.0702605789|438||||||
