unit_weight,dollar_weight,ato_bad,payment_transid,wseg_id_char_s0,wARS_AcctConsistNumeric_s0,wARS_A_onsistRelAgeNumeric_s0,wARS_CPConsistNumeric_s0,wARS_v2_beacon_lat_numeric_s0,wARS_v_ato_classifier_conf_s0,wARS_v_net_score_num_worst_s0,wARS_v3_account_age_s0,wARS_v3_account_age_3d_s0,wARS_v3_account_age_sm_s0,wARS_v__ad_dist_3d_wst_num_s0,wARS_v_ip_ad_dist_best_num_s0,wARS_v__dist_indic_numeric_s0,wARS_A_tConsistRelAgeScore_s0,wARS_CPConsistEnum_s0,wARS_v21_cc_name_bogus_any_s0,wARS_v_same_vid_diff_worst_s0,wARS_v_ct_ad_add_event_10d_s0,wARS_v2_acct_ip_new_ctry_s0,wARS_v2_ad_type_indicative_s0,wARS_v_on_lat_ratio_3d_wst_s0,wARS_v_on_lat_ratio_to_net_s0,wARS_v_dom_type_indicative_s0,wARS_v2_e_ip_eq_indicative_s0,wARS_v2_ip_net_score_worst_s0,wARS_v2_ph_indicative_s0,wARS_v31_ip_conn_type_s0,wARS_v__ip_conn_type_indic_s0,wARS_v31_ip_country_match_s0,wARS_v31_ip_hopping_s0,wARS_v__ip_ship_bill_match_s0,wARS_v__ship_ad_name_match_s0,wARS_v__trigger_in_trusted_s0,wARS_v3_browser_lang_match_s0,wARS_v_y_item_ars_category_s0,wARS_v_ip_ad_dist_3d_worst_s0,wARS_v3_txn_cat_s0,wCP1WRtDolAtoBadTxn_s0,wCP20WRtAtoBadTxn_s0,wCP20WRtCcBadTxn_s0,wCP20WRtDolAtoBadTxn_s0,wCP20WRtDolCcXbrBadTxn_s0,wCP4WRtCcBadTxn_s0,wCP4WRtDclTxn_s0,wIP20WRtDolAtoBadTxn_s0,wIP4WRtDolAtoBadTxn_s0,wIP4WRtDolBadTxn_s0,wIPR20WRtAtoBadAcc_s0,wIPR20WRtDolAtoBadTxn_s0,wIPR4WRtAtoBadTxn_s0,wIPR4WRtDolCcBadTxn_s0,wVID4WRtAtoBadTxn_s0,wVID4WRtCcXbrBadAcc_s0,wVID4WRtDolAtoBadTxn_s0,wcp_ratio_1w_uaa_dol_s0,wcp_ratio_20w_allbad_dol_s0,wcp_ratio_20w_ato_dol_s0,wcp_ratio_4w_appr_dol_s0,wcp_ratio_4w_ato_dol_s0,wcp_ratio_4w_uaa_dol_s0,wcp_zscr_1w_appr_pertxn_s0,wcp_zscr_20w_appr_pertxn_s0,wcp_zscr_4w_appr_pertxn_s0,wedomain_acct_bad_rate_s0,wedomain_good_avg_amt_s0,wedomain_txn_amt_bad_rate_s0,wipr_ratio_1w_uaa_dol_s0,wipr_ratio_4w_uaa_dol_s0,wmax_CP20wRtAtoCcBadAcc_s0,wmax_IPR4wRtAtoCcBadTxn_s0,wmax_cross20wRtAtoCcBadAcc_s0,wmax_cross20wRtAtoCcBadTxn_s0,wmax_cross20wRtDclAcc_s0,wmax_c_20wRtDolAtoCcBadTxn_s0,wmax_cross4wRtAtoCcBadAcc_s0,wmax_cross4wRtAtoCcBadTxn_s0,wmax_cross4wRtDclAcc_s0,wmax_c_s4wRtDolAtoCcBadTxn_s0,wmax_cross4wRtDolDclTxn_s0,wsnr_ratio_20w_ato_dol_s0,wsnr_ratio_20w_uaa_dol_s0,wsnr_zscr_20w_appr_pertxn_s0,wsnr_zscr_4w_appr_pertxn_s0,wvid_ratio_20w_allbad_dol_s0,wvid_zscr_20w_appr_pertxn_s0,wvid_zscr_4w_appr_pertxn_s0,wcp_delta_1w_appr_pertxn_c_s0,wipr_d_a_20w_appr_pertxn_c_s0,wipr_d_ta_4w_appr_pertxn_c_s0,wsnr_d_a_20w_appr_pertxn_c_s0,wvid_d_ta_4w_appr_pertxn_c_s0,wall_cnt_txn_s0,wars_V_ACHMaxFactor_alt_s0,wars_v_avgfactor_s0,wato_cnt_txn_s0,wc_address_added_lt_3_s0,wc_dof_s0,wc_first_address_dof_s0,wc_last_address_dof_s0,whas_bad_vid_s0,wib_cnt_good_rate_s0,wis_signup_ip2_s0,wlast_pmyadd_match_s0,wlog_login_n_4w_s0,wlog_login_n_7d_s0,wlog_pwdchg_n_4w_s0,wlog_pwdchg_r_7d_4w_s0,wnum_accounts_w_vid_s0,wnum_logins_14_days_s0,wnum_logins_1_days_s0,wnum_logins_failed_3_days_s0,wnum_rcpt_1_days_s0,wnum_spoof_url_30day_s0,wnum_vids_s0,wradd_addr_mu_3_match_s0,wradd_avg_pmt_s_3_new_s0,wradd_curr_avg_pmt_s_0_new_s0,wradd_curr_avg_pmt_s_3_new_s0,wradd_curr_max_pmt_s_3_s0,wradd_max_pmt_s_3_s0,wradd_n_dynamic_ip_3_s0,wradd_n_ip_0_s0,wradd_n_ip_1_pct_s0,wradd_n_vid_s_0_s0,wradd_timezone_pct_0_1_s0,wradd_timezone_pct_0_2_s0,wradd_timezone_pct_3_1_s0,wradd_timezone_pct_3_2_s0,wradd_timezone_pct_3_3_s0,wratio_edomain_avg_bad_s0,wratio_login_failed_1_days_s0,wratio_seller_avg_bad_s0,wratio_seller_avg_good_s0,ws2r_txnSnt_amt_lst_1_hrs_s0,ws2r_txnSnt_cnt_lst_2_hrs_s0,ws2r_txnSnt_cnt_lst_4_hrs_s0,ws_added_cc_lt_7_s0,ws_amt_dk_10_s0,ws_amt_dk_20_s0,ws_amt_dk_5_s0,ws_cc_avg_dk_5_s0,ws_cc_cnt_dk_10_s0,ws_cc_cnt_dk_20_s0,ws_cc_d_since_oldest_s0,ws_cnt_dk_20_s0,ws_cnt_dk_5_s0,ws_has_used_ip4_s0,ws_mp_amt_dk_20_s0,ws_mp_amt_dk_40_s0,ws_mp_amt_dk_5_s0,ws_ms_amt_dk_10_s0,ws_ms_amt_dk_20_s0,ws_ms_cnt_dk_20_s0,ws_ms_cnt_dk_40_s0,ws_ms_cnt_dk_5_s0,ws_ratio_avg_dk_20_s0,ws_vid_min_tof_s0,ws_visitor_id_tof_s0,wseller_acct_bad_rate_s0,wseller_bad_avg_amt_s0,wseller_tran_br_amt_s0,wseller_tran_gr_cnt_s0,wseller_tran_ir_cnt_s0,wseller_txn_amt_bad_rate_s0,wseller_txn_bad_rate_s0,wxb_amt_ato_rate_s0,wxb_amt_good_rate_s0,wxb_amt_ind_rate_s0,ws_de_most_used_country_s0,model_nn_score
200,2400,0,5.962183308E10,-0.714812,-1.433895,-1.409653,0.166928,-0.101507,-1.679562,-0.028068,0.133439,-0.344052,-1.663636,-1.087405,-0.762231,-1.004455,-1.486376,0.191558,-0.00525,-0.077837,-0.026003,-0.319351,0.948173,-0.186119,-0.090602,0.141419,-0.046307,-0.06755,0.560173,-0.229911,-0.15461,-0.541638,-1.382413,-1.303564,-1.236374,0.376709,-0.176381,0.60579,-1.065105,-0.845612,-0.472211,-0.889498,-0.761136,-0.81278,-0.79166,-0.823765,-0.604874,-0.497716,-0.541155,-0.583499,-0.356914,-0.3579,-0.346306,-0.298177,-0.767003,-0.808811,-0.760979,-0.430549,-0.485793,-0.776557,-0.183303,-0.843185,-0.81834,0.150258,-0.216805,-0.210881,0.430942,0.005172,0.104054,-0.177944,-0.299034,-0.779273,-0.351672,-0.246105,0.474657,-0.714949,-0.398176,0.415982,0.050133,-1.88235,-0.510577,-1.447491,-0.262778,-0.247649,-0.284222,-0.142049,-0.722132,-0.192584,-0.135268,0.178414,-0.165847,-0.207557,-0.290397,-0.08352,-0.275002,-0.649218,-0.671192,-0.881801,-0.05724,-0.332709,-0.319608,-0.023431,-0.066057,-0.774245,0.096984,0.112395,-0.753544,-0.036598,-0.018661,-0.028805,-0.193334,-0.047034,-0.503399,0.02226,0.094229,-0.104766,0.19619,-1.633777,-0.295843,-0.496102,-0.794895,-0.76688,-0.370825,0.080992,-1.207663,-1.140572,-0.432764,-0.251891,-0.167331,0.588011,0.500475,-0.169953,0.362893,-3.175109,-0.591803,-0.618623,-0.168621,-0.169355,-0.168599,-0.00431,-0.852996,-0.731542,-0.737072,0.086152,-0.206228,-0.152753,0.135723,0.10129,0.244527,0.682733,-1.017297,-0.851074,-1.293208,-0.423189,-0.388688,-0.42181,-0.383459,-0.462982,-0.650291,0.971407,-0.819638,0.419602,0.478664,-1.035826,-0.967744,-0.539763,0.551532,0.379148,-0.93792,-0.970817,-0.783034,0.121862,0.009313596412539482
